LocationID,Location Description,Location Groups,Community Area ID,Community Area,Major SubRegion,Major Region
10304,"VEHICLE-OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",Transportation,61,NEW CITY,Southwest Side,South Side
10306,WAREHOUSE,Business,61,NEW CITY,Southwest Side,South Side
10308,YARD,Outside,61,NEW CITY,Southwest Side,South Side
10310,ABANDONED BUILDING,Building,62,WEST ELSDON,Southwest Side,South Side
10311,AIRCRAFT,Air Travel,62,WEST ELSDON,Southwest Side,South Side
10316,AIRPORT PARKING LOT,Air Travel,62,WEST ELSDON,Southwest Side,South Side
10317,AIRPORT TERMINAL LOWER LEVEL-NON-SECURE AREA,Air Travel,62,WEST ELSDON,Southwest Side,South Side
10323,AIRPORT TRANSPORTATION SYSTEM (ATS),Air Travel,62,WEST ELSDON,Southwest Side,South Side
10326,ALLEY,Outside,62,WEST ELSDON,Southwest Side,South Side
10327,ANIMAL HOSPITAL,Business,62,WEST ELSDON,Southwest Side,South Side
10328,APARTMENT,Apartment,62,WEST ELSDON,Southwest Side,South Side
10330,ATHLETIC CLUB,Business,62,WEST ELSDON,Southwest Side,South Side
10331,ATM (AUTOMATIC TELLER MACHINE),Outside,62,WEST ELSDON,Southwest Side,South Side
10332,AUTO,Transportation,62,WEST ELSDON,Southwest Side,South Side
10333,AUTO/BOAT/RV DEALERSHIP,Business,62,WEST ELSDON,Southwest Side,South Side
10334,BANK,Business,62,WEST ELSDON,Southwest Side,South Side
10336,BAR OR TAVERN,Business,62,WEST ELSDON,Southwest Side,South Side
10337,BARBERSHOP,Business,62,WEST ELSDON,Southwest Side,South Side
10344,CAR WASH,Business,62,WEST ELSDON,Southwest Side,South Side
10353,CHA PARKING LOT/GROUNDS,Outside,62,WEST ELSDON,Southwest Side,South Side
10357,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,Business,62,WEST ELSDON,Southwest Side,South Side
10359,CLEANING STORE,Business,62,WEST ELSDON,Southwest Side,South Side
10361,COIN OPERATED MACHINE,Business,62,WEST ELSDON,Southwest Side,South Side
10364,COMMERCIAL/BUSINESS OFFICE,Business,62,WEST ELSDON,Southwest Side,South Side
10365,CONSTRUCTION SITE,Business,62,WEST ELSDON,Southwest Side,South Side
10366,CONVENIENCE STORE,Business,62,WEST ELSDON,Southwest Side,South Side
10367,CREDIT UNION,Business,62,WEST ELSDON,Southwest Side,South Side
10370,CTA BUS,Transportation,62,WEST ELSDON,Southwest Side,South Side
10371,CTA BUS STOP,Transportation,62,WEST ELSDON,Southwest Side,South Side
10372,CTA GARAGE/OTHER PROPERTY,Transportation,62,WEST ELSDON,Southwest Side,South Side
10373,CTA PARKING LOT/GARAGE/OTHER PROPERTY,Transportation,62,WEST ELSDON,Southwest Side,South Side
10374,CTA PLATFORM,Transportation,62,WEST ELSDON,Southwest Side,South Side
10376,CTA STATION,Transportation,62,WEST ELSDON,Southwest Side,South Side
10378,CTA TRACKS-RIGHT OF WAY,Transportation,62,WEST ELSDON,Southwest Side,South Side
10379,CTA TRAIN,Transportation,62,WEST ELSDON,Southwest Side,South Side
10380,CURRENCY EXCHANGE,Business,62,WEST ELSDON,Southwest Side,South Side
10381,DAY CARE CENTER,Business,62,WEST ELSDON,Southwest Side,South Side
10383,DEPARTMENT STORE,Business,62,WEST ELSDON,Southwest Side,South Side
10385,DRIVEWAY-RESIDENTIAL,Outside,62,WEST ELSDON,Southwest Side,South Side
10386,DRUG STORE,Business,62,WEST ELSDON,Southwest Side,South Side
10389,FACTORY/MANUFACTURING BUILDING,Business,62,WEST ELSDON,Southwest Side,South Side
10397,GAS STATION,Business,62,WEST ELSDON,Southwest Side,South Side
10400,GOVERNMENT BUILDING/PROPERTY,Business,62,WEST ELSDON,Southwest Side,South Side
10401,GROCERY FOOD STORE,Business,62,WEST ELSDON,Southwest Side,South Side
10406,HOSPITAL BUILDING/GROUNDS,Business,62,WEST ELSDON,Southwest Side,South Side
10408,HOTEL/MOTEL,Business,62,WEST ELSDON,Southwest Side,South Side
10409,HOUSE,Residence,62,WEST ELSDON,Southwest Side,South Side
10418,MEDICAL/DENTAL OFFICE,Business,62,WEST ELSDON,Southwest Side,South Side
10423,NURSING HOME/RETIREMENT HOME,Business,62,WEST ELSDON,Southwest Side,South Side
10424,Not Specified,Not Specified,62,WEST ELSDON,Southwest Side,South Side
10426,OTHER,Other,62,WEST ELSDON,Southwest Side,South Side
10427,OTHER (SPECIFY),Other,62,WEST ELSDON,Southwest Side,South Side
10428,OTHER COMMERCIAL TRANSPORTATION,Transportation,62,WEST ELSDON,Southwest Side,South Side
10429,OTHER RAILROAD PROPERTY/TRAIN DEPOT,Transportation,62,WEST ELSDON,Southwest Side,South Side
10430,PARK PROPERTY,Outside,62,WEST ELSDON,Southwest Side,South Side
10432,PARKING LOT/GARAGE (NON RESIDENTIAL),Outside,62,WEST ELSDON,Southwest Side,South Side
10433,PAWN SHOP,Business,62,WEST ELSDON,Southwest Side,South Side
10436,POOLROOM,Business,62,WEST ELSDON,Southwest Side,South Side
10440,RESIDENCE,Residence,62,WEST ELSDON,Southwest Side,South Side
10441,RESIDENCE-GARAGE,Residence,62,WEST ELSDON,Southwest Side,South Side
10442,RESIDENCE-PORCH/HALLWAY,Residence,62,WEST ELSDON,Southwest Side,South Side
10443,RESIDENCE-YARD (FRONT/BACK),Residence,62,WEST ELSDON,Southwest Side,South Side
10444,RESTAURANT,Business,62,WEST ELSDON,Southwest Side,South Side
10451,SCHOOL-PRIVATE BUILDING,Business,62,WEST ELSDON,Southwest Side,South Side
10452,SCHOOL-PRIVATE GROUNDS,Outside,62,WEST ELSDON,Southwest Side,South Side
10453,SCHOOL-PUBLIC BUILDING,Business,62,WEST ELSDON,Southwest Side,South Side
10454,SCHOOL-PUBLIC GROUNDS,Outside,62,WEST ELSDON,Southwest Side,South Side
10455,SIDEWALK,Outside,62,WEST ELSDON,Southwest Side,South Side
10456,SMALL RETAIL STORE,Business,62,WEST ELSDON,Southwest Side,South Side
10457,SPORTS ARENA/STADIUM,Business,62,WEST ELSDON,Southwest Side,South Side
10459,STREET,Street,62,WEST ELSDON,Southwest Side,South Side
10461,TAVERN/LIQUOR STORE,Business,62,WEST ELSDON,Southwest Side,South Side
10462,TAXICAB,Transportation,62,WEST ELSDON,Southwest Side,South Side
10466,VACANT LOT/LAND,Outside,62,WEST ELSDON,Southwest Side,South Side
10467,VEHICLE NON-COMMERCIAL,Transportation,62,WEST ELSDON,Southwest Side,South Side
10468,VEHICLE-COMMERCIAL,Transportation,62,WEST ELSDON,Southwest Side,South Side
10471,VEHICLE-DELIVERY TRUCK,Transportation,62,WEST ELSDON,Southwest Side,South Side
10472,VEHICLE-OTHER RIDE SERVICE,Transportation,62,WEST ELSDON,Southwest Side,South Side
10473,"VEHICLE-OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",Transportation,62,WEST ELSDON,Southwest Side,South Side
10475,WAREHOUSE,Business,62,WEST ELSDON,Southwest Side,South Side
10479,ABANDONED BUILDING,Building,63,GAGE PARK,Southwest Side,South Side
10495,ALLEY,Outside,63,GAGE PARK,Southwest Side,South Side
10496,ANIMAL HOSPITAL,Business,63,GAGE PARK,Southwest Side,South Side
10497,APARTMENT,Apartment,63,GAGE PARK,Southwest Side,South Side
10498,APPLIANCE STORE,Business,63,GAGE PARK,Southwest Side,South Side
10499,ATHLETIC CLUB,Business,63,GAGE PARK,Southwest Side,South Side
10500,ATM (AUTOMATIC TELLER MACHINE),Outside,63,GAGE PARK,Southwest Side,South Side
10501,AUTO,Transportation,63,GAGE PARK,Southwest Side,South Side
10502,AUTO/BOAT/RV DEALERSHIP,Business,63,GAGE PARK,Southwest Side,South Side
10503,BANK,Business,63,GAGE PARK,Southwest Side,South Side
10505,BAR OR TAVERN,Business,63,GAGE PARK,Southwest Side,South Side
10506,BARBERSHOP,Business,63,GAGE PARK,Southwest Side,South Side
10510,BOAT/WATERCRAFT,Transportation,63,GAGE PARK,Southwest Side,South Side
10512,BRIDGE,Outside,63,GAGE PARK,Southwest Side,South Side
10513,CAR WASH,Business,63,GAGE PARK,Southwest Side,South Side
10515,CHA APARTMENT,Apartment,63,GAGE PARK,Southwest Side,South Side
10522,CHA PARKING LOT/GROUNDS,Outside,63,GAGE PARK,Southwest Side,South Side
10526,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,Business,63,GAGE PARK,Southwest Side,South Side
10528,CLEANING STORE,Business,63,GAGE PARK,Southwest Side,South Side
10530,COIN OPERATED MACHINE,Business,63,GAGE PARK,Southwest Side,South Side
10532,COLLEGE/UNIVERSITY RESIDENCE HALL,Apartment,63,GAGE PARK,Southwest Side,South Side
10533,COMMERCIAL/BUSINESS OFFICE,Business,63,GAGE PARK,Southwest Side,South Side
10534,CONSTRUCTION SITE,Business,63,GAGE PARK,Southwest Side,South Side
10535,CONVENIENCE STORE,Business,63,GAGE PARK,Southwest Side,South Side
10536,CREDIT UNION,Business,63,GAGE PARK,Southwest Side,South Side
10538,"CTA ""L"" TRAIN",Transportation,63,GAGE PARK,Southwest Side,South Side
10539,CTA BUS,Transportation,63,GAGE PARK,Southwest Side,South Side
10540,CTA BUS STOP,Transportation,63,GAGE PARK,Southwest Side,South Side
10541,CTA GARAGE/OTHER PROPERTY,Transportation,63,GAGE PARK,Southwest Side,South Side
10542,CTA PARKING LOT/GARAGE/OTHER PROPERTY,Transportation,63,GAGE PARK,Southwest Side,South Side
10543,CTA PLATFORM,Transportation,63,GAGE PARK,Southwest Side,South Side
10545,CTA STATION,Transportation,63,GAGE PARK,Southwest Side,South Side
10547,CTA TRACKS-RIGHT OF WAY,Transportation,63,GAGE PARK,Southwest Side,South Side
10548,CTA TRAIN,Transportation,63,GAGE PARK,Southwest Side,South Side
10549,CURRENCY EXCHANGE,Business,63,GAGE PARK,Southwest Side,South Side
10550,DAY CARE CENTER,Business,63,GAGE PARK,Southwest Side,South Side
10551,DELIVERY TRUCK,Transportation,63,GAGE PARK,Southwest Side,South Side
10552,DEPARTMENT STORE,Business,63,GAGE PARK,Southwest Side,South Side
10554,DRIVEWAY-RESIDENTIAL,Outside,63,GAGE PARK,Southwest Side,South Side
10555,DRUG STORE,Business,63,GAGE PARK,Southwest Side,South Side
10558,FACTORY/MANUFACTURING BUILDING,Business,63,GAGE PARK,Southwest Side,South Side
10560,FEDERAL BUILDING,Business,63,GAGE PARK,Southwest Side,South Side
10561,FIRE STATION,Business,63,GAGE PARK,Southwest Side,South Side
10565,GARAGE/AUTO REPAIR,Business,63,GAGE PARK,Southwest Side,South Side
10566,GAS STATION,Business,63,GAGE PARK,Southwest Side,South Side
10569,GOVERNMENT BUILDING/PROPERTY,Business,63,GAGE PARK,Southwest Side,South Side
10570,GROCERY FOOD STORE,Business,63,GAGE PARK,Southwest Side,South Side
10575,HOSPITAL BUILDING/GROUNDS,Business,63,GAGE PARK,Southwest Side,South Side
10578,HOUSE,Residence,63,GAGE PARK,Southwest Side,South Side
10585,LIBRARY,Business,63,GAGE PARK,Southwest Side,South Side
10587,MEDICAL/DENTAL OFFICE,Business,63,GAGE PARK,Southwest Side,South Side
10592,NURSING HOME/RETIREMENT HOME,Business,63,GAGE PARK,Southwest Side,South Side
10593,Not Specified,Not Specified,63,GAGE PARK,Southwest Side,South Side
10595,OTHER,Other,63,GAGE PARK,Southwest Side,South Side
10596,OTHER (SPECIFY),Other,63,GAGE PARK,Southwest Side,South Side
10597,OTHER COMMERCIAL TRANSPORTATION,Transportation,63,GAGE PARK,Southwest Side,South Side
10598,OTHER RAILROAD PROPERTY/TRAIN DEPOT,Transportation,63,GAGE PARK,Southwest Side,South Side
10599,PARK PROPERTY,Outside,63,GAGE PARK,Southwest Side,South Side
10601,PARKING LOT/GARAGE (NON RESIDENTIAL),Outside,63,GAGE PARK,Southwest Side,South Side
10602,PAWN SHOP,Business,63,GAGE PARK,Southwest Side,South Side
10604,POLICE FACILITY/VEHICLE PARKING LOT,Business,63,GAGE PARK,Southwest Side,South Side
10605,POOLROOM,Business,63,GAGE PARK,Southwest Side,South Side
10606,PORCH,Residence,63,GAGE PARK,Southwest Side,South Side
10609,RESIDENCE,Residence,63,GAGE PARK,Southwest Side,South Side
10610,RESIDENCE-GARAGE,Residence,63,GAGE PARK,Southwest Side,South Side
10611,RESIDENCE-PORCH/HALLWAY,Residence,63,GAGE PARK,Southwest Side,South Side
10612,RESIDENCE-YARD (FRONT/BACK),Residence,63,GAGE PARK,Southwest Side,South Side
10613,RESTAURANT,Business,63,GAGE PARK,Southwest Side,South Side
10614,RETAIL STORE,Business,63,GAGE PARK,Southwest Side,South Side
10618,SAVINGS AND LOAN,Business,63,GAGE PARK,Southwest Side,South Side
10619,SCHOOL YARD,Outside,63,GAGE PARK,Southwest Side,South Side
10620,SCHOOL-PRIVATE BUILDING,Business,63,GAGE PARK,Southwest Side,South Side
10621,SCHOOL-PRIVATE GROUNDS,Outside,63,GAGE PARK,Southwest Side,South Side
10622,SCHOOL-PUBLIC BUILDING,Business,63,GAGE PARK,Southwest Side,South Side
10623,SCHOOL-PUBLIC GROUNDS,Outside,63,GAGE PARK,Southwest Side,South Side
10624,SIDEWALK,Outside,63,GAGE PARK,Southwest Side,South Side
10625,SMALL RETAIL STORE,Business,63,GAGE PARK,Southwest Side,South Side
10626,SPORTS ARENA/STADIUM,Business,63,GAGE PARK,Southwest Side,South Side
10628,STREET,Street,63,GAGE PARK,Southwest Side,South Side
10630,TAVERN/LIQUOR STORE,Business,63,GAGE PARK,Southwest Side,South Side
10631,TAXICAB,Transportation,63,GAGE PARK,Southwest Side,South Side
10635,VACANT LOT/LAND,Outside,63,GAGE PARK,Southwest Side,South Side
10636,VEHICLE NON-COMMERCIAL,Transportation,63,GAGE PARK,Southwest Side,South Side
10637,VEHICLE-COMMERCIAL,Transportation,63,GAGE PARK,Southwest Side,South Side
10640,VEHICLE-DELIVERY TRUCK,Transportation,63,GAGE PARK,Southwest Side,South Side
10641,VEHICLE-OTHER RIDE SERVICE,Transportation,63,GAGE PARK,Southwest Side,South Side
10642,"VEHICLE-OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",Transportation,63,GAGE PARK,Southwest Side,South Side
10644,WAREHOUSE,Business,63,GAGE PARK,Southwest Side,South Side
10646,YARD,Outside,63,GAGE PARK,Southwest Side,South Side
10648,ABANDONED BUILDING,Building,64,CLEARING,Southwest Side,South Side
10649,AIRCRAFT,Air Travel,64,CLEARING,Southwest Side,South Side
10650,AIRPORT BUILDING NON-TERMINAL-NON-SECURE AREA,Air Travel,64,CLEARING,Southwest Side,South Side
10651,AIRPORT BUILDING NON-TERMINAL-SECURE AREA,Air Travel,64,CLEARING,Southwest Side,South Side
10652,AIRPORT EXTERIOR-NON-SECURE AREA,Air Travel,64,CLEARING,Southwest Side,South Side
10653,AIRPORT EXTERIOR-SECURE AREA,Air Travel,64,CLEARING,Southwest Side,South Side
10654,AIRPORT PARKING LOT,Air Travel,64,CLEARING,Southwest Side,South Side
10656,AIRPORT TERMINAL LOWER LEVEL-SECURE AREA,Air Travel,64,CLEARING,Southwest Side,South Side
10660,AIRPORT TERMINAL UPPER LEVEL-SECURE AREA,Air Travel,64,CLEARING,Southwest Side,South Side
10662,AIRPORT VENDING ESTABLISHMENT,Air Travel,64,CLEARING,Southwest Side,South Side
10664,ALLEY,Outside,64,CLEARING,Southwest Side,South Side
10666,APARTMENT,Apartment,64,CLEARING,Southwest Side,South Side
10667,APPLIANCE STORE,Business,64,CLEARING,Southwest Side,South Side
10668,ATHLETIC CLUB,Business,64,CLEARING,Southwest Side,South Side
10669,ATM (AUTOMATIC TELLER MACHINE),Outside,64,CLEARING,Southwest Side,South Side
10670,AUTO,Transportation,64,CLEARING,Southwest Side,South Side
10671,AUTO/BOAT/RV DEALERSHIP,Business,64,CLEARING,Southwest Side,South Side
10672,BANK,Business,64,CLEARING,Southwest Side,South Side
10674,BAR OR TAVERN,Business,64,CLEARING,Southwest Side,South Side
10675,BARBERSHOP,Business,64,CLEARING,Southwest Side,South Side
10677,BASEMENT,Building,64,CLEARING,Southwest Side,South Side
10682,CAR WASH,Business,64,CLEARING,Southwest Side,South Side
10695,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,Business,64,CLEARING,Southwest Side,South Side
10699,COIN OPERATED MACHINE,Business,64,CLEARING,Southwest Side,South Side
10700,COLLEGE/UNIVERSITY GROUNDS,Outside,64,CLEARING,Southwest Side,South Side
10702,COMMERCIAL/BUSINESS OFFICE,Business,64,CLEARING,Southwest Side,South Side
10703,CONSTRUCTION SITE,Business,64,CLEARING,Southwest Side,South Side
10704,CONVENIENCE STORE,Business,64,CLEARING,Southwest Side,South Side
10705,CREDIT UNION,Business,64,CLEARING,Southwest Side,South Side
10708,CTA BUS,Transportation,64,CLEARING,Southwest Side,South Side
10709,CTA BUS STOP,Transportation,64,CLEARING,Southwest Side,South Side
10710,CTA GARAGE/OTHER PROPERTY,Transportation,64,CLEARING,Southwest Side,South Side
10712,CTA PLATFORM,Transportation,64,CLEARING,Southwest Side,South Side
10714,CTA STATION,Transportation,64,CLEARING,Southwest Side,South Side
10717,CTA TRAIN,Transportation,64,CLEARING,Southwest Side,South Side
10718,CURRENCY EXCHANGE,Business,64,CLEARING,Southwest Side,South Side
10719,DAY CARE CENTER,Business,64,CLEARING,Southwest Side,South Side
10721,DEPARTMENT STORE,Business,64,CLEARING,Southwest Side,South Side
10723,DRIVEWAY-RESIDENTIAL,Outside,64,CLEARING,Southwest Side,South Side
10724,DRUG STORE,Business,64,CLEARING,Southwest Side,South Side
10727,FACTORY/MANUFACTURING BUILDING,Business,64,CLEARING,Southwest Side,South Side
10730,FIRE STATION,Business,64,CLEARING,Southwest Side,South Side
10731,FOREST PRESERVE,Outside,64,CLEARING,Southwest Side,South Side
10735,GAS STATION,Business,64,CLEARING,Southwest Side,South Side
10738,GOVERNMENT BUILDING/PROPERTY,Business,64,CLEARING,Southwest Side,South Side
10739,GROCERY FOOD STORE,Business,64,CLEARING,Southwest Side,South Side
10746,HOTEL/MOTEL,Business,64,CLEARING,Southwest Side,South Side
10747,HOUSE,Residence,64,CLEARING,Southwest Side,South Side
10748,JAIL/LOCK-UP FACILITY,Business,64,CLEARING,Southwest Side,South Side
10756,MEDICAL/DENTAL OFFICE,Business,64,CLEARING,Southwest Side,South Side
10762,Not Specified,Not Specified,64,CLEARING,Southwest Side,South Side
10764,OTHER,Other,64,CLEARING,Southwest Side,South Side
10765,OTHER (SPECIFY),Other,64,CLEARING,Southwest Side,South Side
10766,OTHER COMMERCIAL TRANSPORTATION,Transportation,64,CLEARING,Southwest Side,South Side
10767,OTHER RAILROAD PROPERTY/TRAIN DEPOT,Transportation,64,CLEARING,Southwest Side,South Side
10768,PARK PROPERTY,Outside,64,CLEARING,Southwest Side,South Side
10770,PARKING LOT/GARAGE (NON RESIDENTIAL),Outside,64,CLEARING,Southwest Side,South Side
10773,POLICE FACILITY/VEHICLE PARKING LOT,Business,64,CLEARING,Southwest Side,South Side
10774,POOLROOM,Business,64,CLEARING,Southwest Side,South Side
10778,RESIDENCE,Residence,64,CLEARING,Southwest Side,South Side
10779,RESIDENCE-GARAGE,Residence,64,CLEARING,Southwest Side,South Side
10780,RESIDENCE-PORCH/HALLWAY,Residence,64,CLEARING,Southwest Side,South Side
10781,RESIDENCE-YARD (FRONT/BACK),Residence,64,CLEARING,Southwest Side,South Side
10782,RESTAURANT,Business,64,CLEARING,Southwest Side,South Side
10789,SCHOOL-PRIVATE BUILDING,Business,64,CLEARING,Southwest Side,South Side
10790,SCHOOL-PRIVATE GROUNDS,Outside,64,CLEARING,Southwest Side,South Side
10791,SCHOOL-PUBLIC BUILDING,Business,64,CLEARING,Southwest Side,South Side
10792,SCHOOL-PUBLIC GROUNDS,Outside,64,CLEARING,Southwest Side,South Side
10793,SIDEWALK,Outside,64,CLEARING,Southwest Side,South Side
10794,SMALL RETAIL STORE,Business,64,CLEARING,Southwest Side,South Side
10795,SPORTS ARENA/STADIUM,Business,64,CLEARING,Southwest Side,South Side
10797,STREET,Street,64,CLEARING,Southwest Side,South Side
10799,TAVERN/LIQUOR STORE,Business,64,CLEARING,Southwest Side,South Side
10800,TAXICAB,Transportation,64,CLEARING,Southwest Side,South Side
10804,VACANT LOT/LAND,Outside,64,CLEARING,Southwest Side,South Side
10805,VEHICLE NON-COMMERCIAL,Transportation,64,CLEARING,Southwest Side,South Side
10806,VEHICLE-COMMERCIAL,Transportation,64,CLEARING,Southwest Side,South Side
10809,VEHICLE-DELIVERY TRUCK,Transportation,64,CLEARING,Southwest Side,South Side
10811,"VEHICLE-OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",Transportation,64,CLEARING,Southwest Side,South Side
10813,WAREHOUSE,Business,64,CLEARING,Southwest Side,South Side
10817,ABANDONED BUILDING,Building,65,WEST LAWN,Southwest Side,South Side
10822,AIRPORT EXTERIOR-SECURE AREA,Air Travel,65,WEST LAWN,Southwest Side,South Side
10823,AIRPORT PARKING LOT,Air Travel,65,WEST LAWN,Southwest Side,South Side
10825,AIRPORT TERMINAL LOWER LEVEL-SECURE AREA,Air Travel,65,WEST LAWN,Southwest Side,South Side
10829,AIRPORT TERMINAL UPPER LEVEL-SECURE AREA,Air Travel,65,WEST LAWN,Southwest Side,South Side
10833,ALLEY,Outside,65,WEST LAWN,Southwest Side,South Side
10834,ANIMAL HOSPITAL,Business,65,WEST LAWN,Southwest Side,South Side
10835,APARTMENT,Apartment,65,WEST LAWN,Southwest Side,South Side
10836,APPLIANCE STORE,Business,65,WEST LAWN,Southwest Side,South Side
10837,ATHLETIC CLUB,Business,65,WEST LAWN,Southwest Side,South Side
10838,ATM (AUTOMATIC TELLER MACHINE),Outside,65,WEST LAWN,Southwest Side,South Side
10839,AUTO,Transportation,65,WEST LAWN,Southwest Side,South Side
10840,AUTO/BOAT/RV DEALERSHIP,Business,65,WEST LAWN,Southwest Side,South Side
10841,BANK,Business,65,WEST LAWN,Southwest Side,South Side
10843,BAR OR TAVERN,Business,65,WEST LAWN,Southwest Side,South Side
10844,BARBERSHOP,Business,65,WEST LAWN,Southwest Side,South Side
10849,BOWLING ALLEY,Business,65,WEST LAWN,Southwest Side,South Side
10850,BRIDGE,Outside,65,WEST LAWN,Southwest Side,South Side
10851,CAR WASH,Business,65,WEST LAWN,Southwest Side,South Side
10853,CHA APARTMENT,Apartment,65,WEST LAWN,Southwest Side,South Side
10857,CHA HALLWAY/STAIRWELL/ELEVATOR,Building,65,WEST LAWN,Southwest Side,South Side
10860,CHA PARKING LOT/GROUNDS,Outside,65,WEST LAWN,Southwest Side,South Side
10864,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,Business,65,WEST LAWN,Southwest Side,South Side
10866,CLEANING STORE,Business,65,WEST LAWN,Southwest Side,South Side
10868,COIN OPERATED MACHINE,Business,65,WEST LAWN,Southwest Side,South Side
10869,COLLEGE/UNIVERSITY GROUNDS,Outside,65,WEST LAWN,Southwest Side,South Side
10870,COLLEGE/UNIVERSITY RESIDENCE HALL,Apartment,65,WEST LAWN,Southwest Side,South Side
10871,COMMERCIAL/BUSINESS OFFICE,Business,65,WEST LAWN,Southwest Side,South Side
10872,CONSTRUCTION SITE,Business,65,WEST LAWN,Southwest Side,South Side
10873,CONVENIENCE STORE,Business,65,WEST LAWN,Southwest Side,South Side
10877,CTA BUS,Transportation,65,WEST LAWN,Southwest Side,South Side
10878,CTA BUS STOP,Transportation,65,WEST LAWN,Southwest Side,South Side
10879,CTA GARAGE/OTHER PROPERTY,Transportation,65,WEST LAWN,Southwest Side,South Side
10880,CTA PARKING LOT/GARAGE/OTHER PROPERTY,Transportation,65,WEST LAWN,Southwest Side,South Side
10883,CTA STATION,Transportation,65,WEST LAWN,Southwest Side,South Side
10886,CTA TRAIN,Transportation,65,WEST LAWN,Southwest Side,South Side
10887,CURRENCY EXCHANGE,Business,65,WEST LAWN,Southwest Side,South Side
10888,DAY CARE CENTER,Business,65,WEST LAWN,Southwest Side,South Side
10890,DEPARTMENT STORE,Business,65,WEST LAWN,Southwest Side,South Side
10892,DRIVEWAY-RESIDENTIAL,Outside,65,WEST LAWN,Southwest Side,South Side
10893,DRUG STORE,Business,65,WEST LAWN,Southwest Side,South Side
10896,FACTORY/MANUFACTURING BUILDING,Business,65,WEST LAWN,Southwest Side,South Side
10899,FIRE STATION,Business,65,WEST LAWN,Southwest Side,South Side
10904,GAS STATION,Business,65,WEST LAWN,Southwest Side,South Side
10905,GAS STATION DRIVE/PROPERTY,Outside,65,WEST LAWN,Southwest Side,South Side
10907,GOVERNMENT BUILDING/PROPERTY,Business,65,WEST LAWN,Southwest Side,South Side
10908,GROCERY FOOD STORE,Business,65,WEST LAWN,Southwest Side,South Side
10913,HOSPITAL BUILDING/GROUNDS,Business,65,WEST LAWN,Southwest Side,South Side
10915,HOTEL/MOTEL,Business,65,WEST LAWN,Southwest Side,South Side
10916,HOUSE,Residence,65,WEST LAWN,Southwest Side,South Side
10923,LIBRARY,Business,65,WEST LAWN,Southwest Side,South Side
10925,MEDICAL/DENTAL OFFICE,Business,65,WEST LAWN,Southwest Side,South Side
10927,MOVIE HOUSE/THEATER,Business,65,WEST LAWN,Southwest Side,South Side
10930,NURSING HOME/RETIREMENT HOME,Business,65,WEST LAWN,Southwest Side,South Side
10931,Not Specified,Not Specified,65,WEST LAWN,Southwest Side,South Side
10933,OTHER,Other,65,WEST LAWN,Southwest Side,South Side
10934,OTHER (SPECIFY),Other,65,WEST LAWN,Southwest Side,South Side
10935,OTHER COMMERCIAL TRANSPORTATION,Transportation,65,WEST LAWN,Southwest Side,South Side
10936,OTHER RAILROAD PROPERTY/TRAIN DEPOT,Transportation,65,WEST LAWN,Southwest Side,South Side
10937,PARK PROPERTY,Outside,65,WEST LAWN,Southwest Side,South Side
10938,PARKING LOT,Outside,65,WEST LAWN,Southwest Side,South Side
10939,PARKING LOT/GARAGE (NON RESIDENTIAL),Outside,65,WEST LAWN,Southwest Side,South Side
10940,PAWN SHOP,Business,65,WEST LAWN,Southwest Side,South Side
10942,POLICE FACILITY/VEHICLE PARKING LOT,Business,65,WEST LAWN,Southwest Side,South Side
10943,POOLROOM,Business,65,WEST LAWN,Southwest Side,South Side
10947,RESIDENCE,Residence,65,WEST LAWN,Southwest Side,South Side
10948,RESIDENCE-GARAGE,Residence,65,WEST LAWN,Southwest Side,South Side
10949,RESIDENCE-PORCH/HALLWAY,Residence,65,WEST LAWN,Southwest Side,South Side
10950,RESIDENCE-YARD (FRONT/BACK),Residence,65,WEST LAWN,Southwest Side,South Side
10951,RESTAURANT,Business,65,WEST LAWN,Southwest Side,South Side
10958,SCHOOL-PRIVATE BUILDING,Business,65,WEST LAWN,Southwest Side,South Side
10959,SCHOOL-PRIVATE GROUNDS,Outside,65,WEST LAWN,Southwest Side,South Side
10960,SCHOOL-PUBLIC BUILDING,Business,65,WEST LAWN,Southwest Side,South Side
10961,SCHOOL-PUBLIC GROUNDS,Outside,65,WEST LAWN,Southwest Side,South Side
10962,SIDEWALK,Outside,65,WEST LAWN,Southwest Side,South Side
10963,SMALL RETAIL STORE,Business,65,WEST LAWN,Southwest Side,South Side
10964,SPORTS ARENA/STADIUM,Business,65,WEST LAWN,Southwest Side,South Side
10966,STREET,Street,65,WEST LAWN,Southwest Side,South Side
10968,TAVERN/LIQUOR STORE,Business,65,WEST LAWN,Southwest Side,South Side
10969,TAXICAB,Transportation,65,WEST LAWN,Southwest Side,South Side
10973,VACANT LOT/LAND,Outside,65,WEST LAWN,Southwest Side,South Side
10974,VEHICLE NON-COMMERCIAL,Transportation,65,WEST LAWN,Southwest Side,South Side
10975,VEHICLE-COMMERCIAL,Transportation,65,WEST LAWN,Southwest Side,South Side
